orderid,Customer Name,shipmode,sales,quantity,discount,profit,segment,region,state,subcategory,category,orderdate_day,orderdate_weekday,orderdate_month,orderdate_year,shipdate_day,shipdate_month,shipdate_year,preparationtime
837,Ellis Ballard,Standard Class,563.94,3,0,112.788,Consumer,Central,Michigan,Chairs                                            ,Furniture,10,Sonntag,11,2013,16,11,2013,6
838,Eric Murdock,First Class,563.94,3,0,112.788,Home Office,Central,Nebraska,Chairs                                            ,Furniture,19,Samstag,12,2015,22,12,2015,3
839,Skye Norling,Standard Class,657.93,5,0.3,-93.99,Consumer,East,Pennsylvania,Chairs                                            ,Furniture,17,Sonntag,11,2013,24,11,2013,7
840,Toby Grace,Second Class,751.92,4,0,150.384,Consumer,East,Connecticut,Chairs                                            ,Furniture,2,Mittwoch,12,2015,6,12,2015,4
841,Toby Grace,Standard Class,451.152,3,0.2,0,Corporate,West,Washington,Chairs                                            ,Furniture,1,Samstag,10,2016,8,10,2016,7
842,Arianne Irving,First Class,601.536,4,0.2,0,Home Office,West,California,Chairs                                            ,Furniture,21,Sonntag,9,2014,23,9,2014,2
843,Phillip Flathmann,Standard Class,451.152,3,0.2,0,Consumer,West,California,Chairs                                            ,Furniture,12,Donnerstag,11,2015,17,11,2015,5
844,Phillip Flathmann,Standard Class,526.344,4,0.3,-75.192,Consumer,Central,Illinois,Chairs                                            ,Furniture,22,Freitag,7,2016,27,7,2016,5
845,Maureen Fritzler,Standard Class,657.93,5,0.3,-93.99,Corporate,Central,Texas,Chairs                                            ,Furniture,21,Sonntag,7,2013,25,7,2013,4
846,Aleksandra Gannaway,Standard Class,14.91,3,0,4.6221,Corporate,West,California,Chairs                                            ,Furniture,24,Mittwoch,9,2014,28,9,2014,4
847,Aleksandra Gannaway,First Class,9.94,2,0,3.0814,Consumer,East,Delaware,Chairs                                            ,Furniture,11,Freitag,1,2013,14,1,2013,3
848,Michael Kennedy,Second Class,9.94,2,0,3.0814,Corporate,East,New York,Chairs                                            ,Furniture,18,Donnerstag,8,2016,23,8,2016,5
849,Arianne Irving,First Class,34.79,7,0,10.7849,Consumer,Central,Wisconsin,Chairs                                            ,Furniture,12,Sonntag,5,2013,15,5,2013,3
850,Arianne Irving,Second Class,14.91,3,0,4.6221,Consumer,Central,Iowa,Chairs                                            ,Furniture,30,Samstag,1,2016,1,2,2016,2
851,Matt Collins,First Class,1.988,1,0.6,-1.4413,Consumer,Central,Texas,Chairs                                            ,Furniture,26,Dienstag,4,2016,27,4,2016,1
852,Barry Weirich,Standard Class,39.76,8,0,12.3256,Consumer,East,New York,Chairs                                            ,Furniture,20,Mittwoch,5,2015,25,5,2015,5
853,Barry Weirich,Second Class,14.91,3,0,4.6221,Consumer,East,New York,Chairs                                            ,Furniture,24,Sonntag,8,2014,28,8,2014,4
854,Annie Thurman,Second Class,24.85,5,0,7.7035,Consumer,West,Washington,Chairs                                            ,Furniture,10,Samstag,1,2015,13,1,2015,3
855,Ralph Kennedy,Standard Class,9.94,2,0,3.0814,Home Office,West,California,Chairs                                            ,Furniture,25,Mittwoch,11,2015,2,12,2015,7
856,Ralph Kennedy,Standard Class,23.56,5,0.2,7.068,Home Office,West,Arizona,Chairs                                            ,Furniture,23,Donnerstag,4,2015,30,4,2015,7
857,Mathew Reese,Standard Class,4.712,1,0.2,1.4136,Corporate,South,North Carolina,Chairs                                            ,Furniture,8,Samstag,11,2014,15,11,2014,7
858,Mathew Reese,Standard Class,7.068,3,0.6,-2.8272,Corporate,Central,Texas,Chairs                                            ,Furniture,21,Samstag,11,2015,28,11,2015,7
859,Mitch Gastineau,Standard Class,47.12,8,0,20.7328,Consumer,East,New York,Chairs                                            ,Furniture,25,Sonntag,9,2016,1,10,2016,6
860,Elpida Rittenbach,Standard Class,14.136,3,0.2,4.2408,Consumer,South,Tennessee,Chairs                                            ,Furniture,9,Freitag,9,2016,14,9,2016,5
861,Elpida Rittenbach,Standard Class,70.68,12,0,31.0992,Corporate,West,Washington,Chairs                                            ,Furniture,1,Donnerstag,12,2016,6,12,2016,5
862,Sung Chung,Standard Class,47.12,8,0,20.7328,Consumer,West,California,Chairs                                            ,Furniture,9,Mittwoch,11,2016,14,11,2016,5
863,Grant Carroll,Second Class,4.712,2,0.6,-1.8848,Consumer,Central,Illinois,Chairs                                            ,Furniture,5,Mittwoch,3,2014,9,3,2014,4
864,Grant Carroll,Second Class,17.67,3,0,7.7748,Consumer,East,Rhode Island,Chairs                                            ,Furniture,31,Donnerstag,10,2013,2,11,2013,2
865,Ionia McGrath,First Class,24.64,4,0.2,4.004,Corporate,West,Colorado,Furnishings                                       ,Furniture,11,Donnerstag,9,2014,12,9,2014,1
866,Nona Balk,Standard Class,69.3,9,0,22.869,Consumer,West,California,Furnishings                                       ,Furniture,26,Sonntag,7,2015,1,8,2015,6
867,Nona Balk,Standard Class,30.8,4,0,10.164,Consumer,West,California,Furnishings                                       ,Furniture,15,Mittwoch,7,2015,19,7,2015,4
868,Henry Goldwyn,Standard Class,39.96,2,0,17.1828,Consumer,West,Washington,Furnishings                                       ,Furniture,15,Sonntag,5,2016,20,5,2016,5
869,Henry Goldwyn,Second Class,139.86,7,0,60.1398,Corporate,East,New Hampshire,Furnishings                                       ,Furniture,20,Montag,5,2013,22,5,2013,2
870,Philip Brown,First Class,159.84,10,0.2,45.954,Corporate,South,North Carolina,Furnishings                                       ,Furniture,2,Mittwoch,7,2014,4,7,2014,2
871,Randy Ferguson,Same Day,47.952,3,0.2,13.7862,Consumer,South,Florida,Furnishings                                       ,Furniture,29,Donnerstag,10,2015,29,10,2015,0
872,Randy Ferguson,Standard Class,79.92,4,0,34.3656,Corporate,West,Washington,Furnishings                                       ,Furniture,10,Samstag,1,2015,17,1,2015,7
873,Randy Ferguson,Standard Class,19.98,1,0,8.5914,Home Office,East,Maryland,Furnishings                                       ,Furniture,4,Dienstag,10,2016,8,10,2016,4
874,Randy Ferguson,Standard Class,54.528,3,0.2,14.3136,Consumer,South,Florida,Furnishings                                       ,Furniture,11,Freitag,4,2014,17,4,2014,6
875,Eugene Moren,First Class,72.704,4,0.2,19.0848,Consumer,East,Ohio,Furnishings                                       ,Furniture,24,Mittwoch,12,2014,27,12,2014,3
876,Katrina Willman,Standard Class,72.704,4,0.2,19.0848,Consumer,South,Tennessee,Furnishings                                       ,Furniture,23,Freitag,12,2016,27,12,2016,4
877,Adam Shillingsburg,Standard Class,68.16,3,0,27.9456,Corporate,East,New York,Furnishings                                       ,Furniture,28,Freitag,11,2014,3,12,2014,5
878,Art Miller,First Class,18.176,1,0.2,4.7712,Consumer,South,North Carolina,Furnishings                                       ,Furniture,21,Freitag,11,2014,24,11,2014,3
879,Katharine Harms,Standard Class,22.72,1,0,9.3152,Corporate,West,California,Furnishings                                       ,Furniture,15,Samstag,10,2016,20,10,2016,5
880,Anna Gayman,Standard Class,21.968,4,0.6,-15.9268,Consumer,Central,Texas,Furnishings                                       ,Furniture,12,Montag,5,2014,17,5,2014,5
881,Joseph Holt,Standard Class,82.38,6,0,25.5378,Consumer,South,Virginia,Furnishings                                       ,Furniture,7,Mittwoch,12,2016,11,12,2016,4
882,Justin Knight,Same Day,43.936,4,0.2,6.0412,Consumer,South,Florida,Furnishings                                       ,Furniture,20,Donnerstag,10,2016,20,10,2016,0
883,Justin Knight,Standard Class,10.984,2,0.6,-7.9634,Consumer,Central,Illinois,Furnishings                                       ,Furniture,11,Montag,11,2013,15,11,2013,4
884,Jonathan Doherty,Standard Class,77.952,3,0.2,-11.6928,Home Office,South,Tennessee,Furnishings                                       ,Furniture,23,Samstag,4,2016,27,4,2016,4
885,Anthony O'Donnell,Standard Class,129.92,4,0,10.3936,Corporate,South,Louisiana,Furnishings                                       ,Furniture,22,Dienstag,10,2013,26,10,2013,4
886,Denise Leinenbach,Standard Class,38.976,3,0.6,-50.6688,Consumer,Central,Illinois,Furnishings                                       ,Furniture,29,Sonntag,12,2013,5,1,2014,7
887,Denise Leinenbach,Standard Class,25.984,1,0.2,-3.8976,Corporate,East,Ohio,Furnishings                                       ,Furniture,21,Donnerstag,8,2014,25,8,2014,4
888,Ricardo Emerson,Standard Class,64.96,5,0.6,-84.448,Consumer,Central,Texas,Furnishings                                       ,Furniture,7,Freitag,11,2014,12,11,2014,5
889,Ricardo Emerson,First Class,129.92,4,0,10.3936,Consumer,West,California,Furnishings                                       ,Furniture,21,Sonntag,8,2016,22,8,2016,1
890,Nathan Mautz,Same Day,5.82,2,0,2.7354,Corporate,Central,Wisconsin,Furnishings                                       ,Furniture,18,Freitag,11,2016,18,11,2016,0
891,John Lucas,Second Class,18.624,8,0.2,6.2856,Home Office,South,North Carolina,Furnishings                                       ,Furniture,18,Samstag,4,2015,22,4,2015,4
892,Mick Crebagga,First Class,8.73,3,0,4.1031,Home Office,West,California,Furnishings                                       ,Furniture,15,Montag,6,2015,18,6,2015,3
893,Lena Creighton,Standard Class,4.656,2,0.2,1.5714,Consumer,East,Ohio,Furnishings                                       ,Furniture,20,Sonntag,11,2016,26,11,2016,6
894,Matt Collister,Standard Class,2.328,2,0.6,-0.7566,Consumer,Central,Texas,Furnishings                                       ,Furniture,20,Freitag,11,2015,25,11,2015,5
895,Rob Haberlin,Second Class,2.328,2,0.6,-0.7566,Corporate,Central,Texas,Furnishings                                       ,Furniture,24,Donnerstag,12,2015,27,12,2015,3
896,Anna Haberlin,Second Class,2.91,1,0,1.3677,Consumer,Central,Indiana,Furnishings                                       ,Furniture,20,Sonntag,3,2016,25,3,2016,5
897,Anna Haberlin,Second Class,20.32,4,0,6.9088,Consumer,East,New York,Furnishings                                       ,Furniture,20,Freitag,3,2015,22,3,2015,2
898,Ralph Arnett,Standard Class,15.24,3,0,5.1816,Corporate,East,New York,Furnishings                                       ,Furniture,30,Montag,9,2013,6,10,2013,6
899,Ralph Arnett,Second Class,8.128,2,0.2,1.4224,Consumer,East,Ohio,Furnishings                                       ,Furniture,1,Sonntag,12,2013,3,12,2013,2
900,Alan Shonely,Standard Class,35.56,7,0,12.0904,Home Office,East,New York,Furnishings                                       ,Furniture,15,Donnerstag,9,2016,19,9,2016,4
901,Julie Prescott,Standard Class,20.32,5,0.2,3.556,Corporate,South,Tennessee,Furnishings                                       ,Furniture,18,Donnerstag,12,2014,25,12,2014,7
902,Tony Sayre,First Class,25.4,5,0,8.636,Consumer,West,California,Furnishings                                       ,Furniture,5,Sonntag,7,2015,7,7,2015,2
903,Tony Sayre,Standard Class,6.096,3,0.6,-3.9624,Corporate,Central,Texas,Furnishings                                       ,Furniture,25,Montag,11,2013,30,11,2013,5
904,Arianne Irving,Same Day,25.4,5,0,8.636,Home Office,West,Washington,Furnishings                                       ,Furniture,5,Sonntag,7,2015,5,7,2015,0
905,Arianne Irving,Standard Class,20.32,4,0,6.9088,Corporate,Central,Indiana,Furnishings                                       ,Furniture,20,Mittwoch,2,2013,26,2,2013,6
906,Max Jones,Standard Class,129.92,5,0.2,21.112,Home Office,East,Pennsylvania,Furnishings                                       ,Furniture,7,Montag,10,2013,13,10,2013,6
907,Max Jones,Standard Class,64.96,5,0.6,-43.848,Consumer,Central,Illinois,Furnishings                                       ,Furniture,26,Freitag,8,2016,1,9,2016,6
908,Cynthia Arntzen,Standard Class,64.96,2,0,21.4368,Corporate,West,California,Furnishings                                       ,Furniture,30,Samstag,4,2016,5,5,2016,5
909,Jill Fjeld,Standard Class,103.936,4,0.2,16.8896,Corporate,East,Pennsylvania,Furnishings                                       ,Furniture,15,Sonntag,9,2013,19,9,2013,4
910,Jill Fjeld,Standard Class,77.952,3,0.2,12.6672,Consumer,South,North Carolina,Furnishings                                       ,Furniture,3,Mittwoch,12,2014,7,12,2014,4
911,Adrian Hane,Standard Class,61.1,5,0,18.33,Home Office,South,Virginia,Furnishings                                       ,Furniture,21,Mittwoch,10,2015,27,10,2015,6
912,Max Ludwig,Standard Class,73.32,6,0,21.996,Home Office,West,Utah,Furnishings                                       ,Furniture,2,Sonntag,6,2013,7,6,2013,5
913,Max Ludwig,Standard Class,68.432,7,0.2,8.554,Corporate,West,Colorado,Furnishings                                       ,Furniture,23,Mittwoch,9,2015,28,9,2015,5
914,Brendan Sweed,Standard Class,29.328,3,0.2,3.666,Corporate,West,Colorado,Furnishings                                       ,Furniture,23,Freitag,9,2016,27,9,2016,4
915,Anne McFarland,Second Class,12.22,1,0,3.666,Consumer,Central,Michigan,Furnishings                                       ,Furniture,6,Sonntag,9,2015,8,9,2015,2
916,Kean Thornton,Same Day,24.27,3,0,8.7372,Consumer,West,California,Furnishings                                       ,Furniture,5,Samstag,9,2015,5,9,2015,0
917,Tamara Chand,Standard Class,58.248,9,0.2,11.6496,Consumer,East,Pennsylvania,Furnishings                                       ,Furniture,6,Sonntag,9,2015,10,9,2015,4
918,Tamara Chand,Same Day,32.36,4,0,11.6496,Consumer,West,California,Furnishings                                       ,Furniture,11,Sonntag,9,2016,11,9,2016,0
919,Chad Sievert,First Class,9.708,3,0.6,-5.8248,Corporate,Central,Texas,Furnishings                                       ,Furniture,9,Freitag,12,2016,11,12,2016,2
920,Roy Skaria,Standard Class,842.72,8,0,202.2528,Consumer,West,California,Furnishings                                       ,Furniture,23,Mittwoch,12,2015,29,12,2015,6
921,Dennis Bolton,First Class,84.272,2,0.6,-75.8448,Home Office,Central,Illinois,Furnishings                                       ,Furniture,3,Donnerstag,9,2015,5,9,2015,2
922,Dennis Bolton,First Class,210.68,2,0,50.5632,Corporate,East,Rhode Island,Furnishings                                       ,Furniture,23,Sonntag,10,2016,24,10,2016,1
923,Clytie Kelty,Second Class,210.68,2,0,50.5632,Corporate,East,New York,Furnishings                                       ,Furniture,11,Donnerstag,9,2014,15,9,2014,4
924,Clytie Kelty,Standard Class,337.088,4,0.2,16.8544,Consumer,South,Florida,Furnishings                                       ,Furniture,28,Samstag,9,2013,3,10,2013,5
925,Astrea Jones,First Class,168.464,2,0.2,-29.4812,Corporate,East,Pennsylvania,Furnishings                                       ,Furniture,3,Donnerstag,7,2014,5,7,2014,2
